,Title,Relevant
4115,nasa reveals 8 us companies that will make its covid-19 ventilator,1
4116,car makers vs the vacuum king: product innovation in the time of covid,1
4117,minnesota manufacturer responds to covid-19 effort with ventilator actuation prototypes,1
4118,"sti earns úventilator challenge ukù success, empowered by aegis factorylogix manufacturing software",1
4119,how to digitally spark corporate innovation,1
4120,3 asx shares to buy now for the post covid-19 world,1
4121,three indian manufacturers to commercialise nasa-developed ventilator,1
4122,should you buy these 2 new asx 200 index additions?,1
4123,five ways architects and designers are helping the fight against coronavirus,1
4124,3 indian companies get licence to manufacture nasa's coronavirus ventilators,1
4125,coronavirus ventilator developed by nasa is approved by fda for emergency use,1
4126,nasa and other innovators work to redesign ventilators for covid-19 patients,1
4127,nasa engineers design a mass-producible ventilator tailored to coronavirus patients,1
4128,"u.s. medical supply chains failed, and covid deaths followed",1
4129,what does a dependable open source ventilator look like?,1
4130,coronavirus: ventilator parts maker says 'nothing happened' for weeks after he offered to help government,1
4131,covid-19 crisi: nasa to license tech for high-pressure ventilator on royalty-free basis,1
4132,covid-19: anderson county commissioner uses 'god-given' gift to create ventilator pump,1
4133,a former navy disaster specialist wages war against covid-19 on u.s./mexico border,1
4134,converting industry ì how rapid transition happens in crises and upheavals,1
4135,coronavirus: behind the scenes in the battle against covid-19,1
4136,icymi: hospitals cautiously optimistic about handling surge ahead - leader publications,1
4137,oklahoma national guard medics train for coronavirus response,1
4138,oklahoma national guard medics train for covid-19 response,1
4139,jazz pharmaceuticals (jazz) q1 2020 earnings call transcript,1
4140,heres how 3-d printing can help in the fight fight against the coronavirus,1
4141,coronavirus: these 7 start-ups are ready to tackle it - inverse,1
4142,its time for the defense production acts digital transformation,1
4143,can robots make food service safer for workers?,1
4144,trump's tariffs on china could cost the us in its fight against the coronavirus,1
4145,"covid-19ìrelated airway management clinical practice guidelines (siaarti/eams, 2020)",1
4146,"foxconn to make 10,000 ventilators over the next year at mount pleasant facility",1
4147,"3d printing could help now, except for the ip issues",1
4148,covid-19: the nursing home tragedy,1
4149,pinoy inventors create ventilators out of snorkeling masks,1
4150,the ethical allocation of scarce resources in the us during the covid-19 pandemic: the role of bioethics,1
4151,the challenges of non-medical companies making coronavirus supplies - quartz,1
4152,simple tech solution is an ear saver,1
4153,cae announces measures in response to cofvid-19 pandemic,1
4154,"despite early warnings, u.s. took months to expand swab production for covid-19 test",1
4155,usns mercy arrives in los angeles,1
4156,dr. anthony fauci talks to healthline about covid-19 vaccines - healthline,1
4157,òtipping point at new york area hospitals as virus cases mount,1
4158,trumps covid-19 data cover up: teletracking technologies hired to do the dirty deed,1
4159,hospital ship òmercy steaming to los angeles to assist with covid-19 response,1
4160,coronavirus - major hospital declares 'critical incident' as it runs out of beds,1
4161,usns mercy departs san diego,1
4162,coronavirus: world bank approves $1 billion emergency fund for india - livemint,1
4163,ysph alumni lead health systems responding to covid-19,1
4164,the fourth industrial revolution is the smart revolution - supply and demand chain executive,1
4165,mdcalc aids covid clinical decisions with evidence-based scores and tech initiatives: interview with dr. habboushe,1
4166,abrar rahman,1
4167,"covid-19 lockdown: india inc to begin work under curbs, some wait",1
4168,"nexa3d and henkel jointly commercialize high impact, durable material for medical and athletic devices",1
4169,frost & sullivan analysis calls 2020 òan unforgiving but transformational year for healthcare,1
4170,an innovative way to prevent adversarial supplier relationships,1
4171,oxford researchers start new trial on the use of anti-tnf to treat covid-19 in care homes,1
4172,"amid healthcare crisis, rubiconmd expands team and offerings to better enable primary care",1
4173,covid-19 collaboration reduces infections in long-term care facilities,1
4174,what is the future of telehealth? [podcast],1
4175,life at the pandemic epicenter and its lessons for u.s. health care | opinion,1
4176,"direct primary care: great for some doctors, but challenging for patients",1
4177,unitedhealth group provides over $1.5 billion of additional support in response to covid-19 challenges,1
4178,carbon health raised $26 million in funding to expand its telehealth footprint,1
4179,even mild coronavirus cases can be brutal. here's how to know when you should go to the hospital.,1
4180,walgreens partners with microsoft and adobe to digitize customer healthcare experience,1
4181,the cms slashes telehealth restrictions for medicare advantage members,1
4182,forward launches 'forward at home' primary care service to address covid-19 healthcare crunch,1
4183,the biggest us health insurer has a $600 million vc arm that places bets on the future of healthcare. here are optum ventures' 12 biggest investments.,1
4184,"trump has better odds against covid-19 than most americans because he is white, wealthy, with access to the best care",1
4185,13 deaths in a day: an 'apocalyptic' coronavirus surge at a new york hospital,1
4186,3 ways that coronavirus will significantly údisruptù the healthcare industry,1
4187,"coronavirus has boosted telehealth care in mental health, so let's keep it up",1
4188,new contactless software from patientstudio helps physicians screen for coronavirus,1
4189,13 deaths in a day: an òapocalyptic coronavirus surge at a new york city hospital - boston.com,1
4190,"as telemedicine surges, will community health suffer?",1
4191,news 9/22/20,1
4192,what is òcovid toe? scientists are puzzled by covid-19 related toe rashes,1
4193,6 positive hcq studies released? yes!,1
4194,oxford university and zoe partner on covid-19 treatment trials,1
4195,quick and easy test for viral infections reduces hospital admissions and antibiotic use,1
4196,capitol hill community post | mayor jenny durkan announces free citywide testing in partnership with uw medicine,1
4197,25+ years in telemedicine makes this entrepreneur ready to help during the pandemic,1
4198,canberra coughs up au$4.2b health package to fight covid-19,1
4199,"you can take ibruprofen to treat coronavirus, government panel of experts concludes",1
4200,antimicrobial surfaces: a need for stewardship?,1
4201,"hospitals, physicians sue virginia over budget cuts to medicaid rates for er visits",1
4202,could ibuprofen treat severe cases of covid-19? doctors launch trial,1
4203,is telehealth as good as in-person care? a telehealth researcher explains how to get the most out of remote health care,1
